AirportID,Name,Latitude,Longitude
10140,Albuquerque International Sunport,35.03888889,-106.60833333
10141,Aberdeen Regional,45.44666667,-98.4225
10142,Abu Simbel Airport,22.37583333,31.61166667
10143,King Saud Bin Abdulaziz,20.29611111,41.63416667
10144,Nnamdi Azikiwe International,9.00666667,7.26305556
10145,Albury Airport,-36.06777778,146.95805556
10146,Southwest Georgia Regional,31.53555556,-84.19444444
10147,Aberdeen Dyce,57.20361111,-2.19916667
10148,General Juan N Alvarez International,16.75694444,-99.75388889
10149,Antrim County,44.98861111,-85.19833333
10150,Accra Kotoka International,5.60444444,-0.1675
10151,Lanzarote,28.94555556,-13.60527778
10152,St Gallen Altenrhein,47.485,9.56
10153,Alderney Airport,49.70666667,-2.21472222
10154,Nantucket Memorial,41.25305556,-70.06
10155,Waco Regional,31.61222222,-97.23027778
10156,Achutupo Airport,8.43333333,-77.96666667
10157,California Redwood Coast Humboldt County,40.97777778,-124.10833333
10158,Atlantic City International,39.4575,-74.57722222
10159,Adana International,36.98222222,35.28027778
10160,Adnan Menderes,38.29222222,27.15583333
10161,Andakombe Airport,-7.13638889,145.74388889
10162,Bole International,8.97805556,38.79944444
10163,Aden International,12.82944444,45.02888889
10164,Marka International,31.97277778,35.99166667
10165,Adak,51.88361111,-176.6425
10166,Adelaide International,-34.945,138.53055556
10167,Ardmore Municipal,34.30388889,-97.02055556
10168,Andes Airport,5.69777778,-75.88027778
10169,Andamooka Airport,-30.43777778,137.13722222
10170,Kodiak Airport,57.74972222,-152.49388889
10171,Addison,32.96861111,-96.83638889
10172,Joint Base Andrews,38.81083333,-76.86694444
10173,RAF Leuchars,56.37416667,-2.86861111
10174,Gustavo Rojas Pinilla,12.58361111,-81.71138889
10175,Al Dhafra Air Base,24.24833333,54.54777778
10176,Aleneva Airport,58.03333333,-152.9
10177,Aek Godang,1.4,99.43055556
10178,Abeche Airport,13.8475,20.84333333
10180,Aioun El Atrouss Airport,16.71138889,-9.63777778
10181,Aeroparque Jorge Newbery,-34.55916667,-58.41583333
10182,Adler/Sochi Airport,43.45,39.93333333
10183,Vigra,62.56027778,6.11027778
10184,Allakaket Airport,66.55194444,-152.62222222
10185,Alexandria International,31.3275,-92.54861111
10186,Akureyri Airport,65.65666667,-18.07194444
10188,San Rafael Airport,-34.58777778,-68.40361111
10189,USAF Academy Airfield,38.97416667,-104.81777778
10190,Nebraska City Municipal,40.60666667,-95.86666667
10191,Afton Municipal,42.70888889,-110.94222222
10192,Anson County Jeff Cloud Field,35.02055556,-80.07722222
10194,Fort Worth Alliance,32.99027778,-97.31944444
10195,Afyon Airport,38.72638889,30.60111111
10196,Inezgane,30.38138889,-9.54611111
10197,Augsburg Airport,48.42527778,10.93194444
10198,Allegheny County,40.35444444,-79.92916667
10199,Agen La Garenne,44.17472222,0.59055556
10200,Angoram Airport,-4.06583333,144.07388889
10201,Angelholm,56.29111111,12.855
10202,Kagua Airport,-6.40333333,143.84666667
10203,Wanigela Airport,-9.3375,149.15555556
10204,Angoon Seaplane Base,57.50388889,-134.58333333
10205,Malaga Airport,36.67972222,-4.49583333
10206,Agrinion Airport,38.60194444,21.35111111
10207,Agra Airport,27.15777778,77.96083333
10208,Augusta Regional at Bush Field,33.37,-81.96444444
10209,Guarani International,-25.45555556,-54.84361111
10210,Jesus Teran International,21.70555556,-102.31777778
10211,Oswaldo Guevara Mujica,9.55333333,-69.2375
10212,Agatti Island Airport,10.83333333,72.2
10213,Naha AB,26.19194444,127.64777778
10214,Abha Airport,18.24027778,42.65638889
10215,Ardmore Downtown Executive,34.14694444,-97.12277778
10216,Athens/Ben Epps,33.94861111,-83.32583333
10217,Alghero,40.63222222,8.29083333
10218,Auas,15.47277778,-84.35305556
10219,Amchitka,51.37861111,179.25861111
10220,Cherif El Idrissi International,35.17722222,-3.83944444
10221,Alliance Municipal,42.05333333,-102.80361111
10222,Anita Bay Airport,56.19,-132.44583333
10223,Anderson Municipal-Darlington Field,40.10861111,-85.61305556
10224,Aiken Municipal,33.64944444,-81.685
10225,Wainwright Airport,70.63805556,-159.99472222
10226,Aitutaki Airport,-18.83694444,-159.76083333
10227,Bader Field,39.36,-74.45722222
10228,Lee C Fine Memorial,38.09611111,-92.54944444
10229,Ajaccio Napoleon Bonaparte,41.92388889,8.8025
10230,Al Jouf,29.785,40.1
10231,Akjoujt Airport,19.72805556,-14.38527778
10232,Lengpui,23.84055556,92.61972222
10233,Ouani,-12.13111111,44.43055556
10234,Arvidsjaur Airport,65.59027778,19.28194444
10235,Santa Maria,-10.98388889,-37.07027778
10236,Mano Dayak,16.96611111,8.0
10237,Atka Airport,52.22055556,-174.20611111
10238,Akron Fulton International,41.0375,-81.46694444
10239,Kufra,24.17888889,23.31388889
10241,Akiak Airport,60.90277778,-161.23055556
10242,Asahikawa Airport,43.67083333,142.4475
10243,Akhiok Airport,56.93861111,-154.1825
10244,Auckland International,-37.00805556,174.79166667
10245,King Salmon Airport,58.67638889,-156.64861111
10246,Colorado Plains Regional,40.17555556,-103.22194444
10247,Anaktuvuk Pass Airport,68.13361111,-151.74333333
10248,Akure Airport,7.24666667,5.30111111
10249,Auki Airport,-8.7025,160.68166667
10250,Akrotiri Airport,34.59027778,32.98777778
10251,Aktyubinsk Airport,50.25,57.21666667
10252,Sittwe Airport,20.13277778,92.8725
10253,Albertville Regional-Thomas J Brumlik Field,34.22916667,-86.25583333
10254,Shelby County,33.17777778,-86.78333333
10255,Huntsville Executive Airport Tom Sharp Jr,34.85944444,-86.5575
10256,Almaty Airport,43.35555556,77.04388889
10257,Albany International,42.74916667,-73.80194444
10258,Alicante Elche,38.28222222,-0.55805556
10259,Alpine Casparis Municipal,30.38416667,-103.68361111
10260,Alta Airport,69.9775,23.36472222
10261,Houari Boumediene,36.6925,3.215
10262,Albany Airport,-34.94333333,117.80888889
10263,Alice International,27.74083333,-98.02694444
10264,Alexander Bay Airport,-28.575,16.53333333
10265,Asela Airport,7.58333333,39.06666667
10266,Alamogordo White Sands Regional,32.83944444,-105.99111111
10267,St. Louis Regional,38.89,-90.04611111
10268,Waterloo Regional,42.55694444,-92.40027778
10269,Aleppo International,36.18055556,37.22444444
10270,Alegrete Airport,-29.79972222,-55.76333333
10271,Alexandra Airport,-45.21138889,169.37166667
10272,San Luis Valley Regional/Bergman Field,37.435,-105.86777778
10273,Alenquer Airport,-1.94055556,-54.74027778
10274,Alula Airport,11.98333333,50.78333333
10275,Walla Walla Regional,46.09527778,-118.28583333
10276,Thomas C. Russell Field,32.91472222,-85.96305556
10277,Alexandria International,31.18361111,29.94861111
10278,Alitak Seaplane Base,56.89583333,-154.24583333
10279,Rick Husband Amarillo International,35.21944444,-101.70583333
10280,Ahmedabad Airport,23.07722222,72.63444444
10281,Ama Airport,-4.10166667,141.66972222
10282,Amboin Airport,-4.6,143.5
10283,Arba Minch Airport,6.03944444,37.59083333
10284,Selaparang,-8.56083333,116.09472222
10285,Animas Air Park,37.20305556,-107.86916667
10286,Puerto Armuelles Airport,8.2675,-82.86472222
10287,Queen Alia International,31.72333333,35.99416667
10288,Gratiot Community,43.32222222,-84.68805556
10289,Mao Airport,14.14638889,15.31527778
10290,Ampanihy Airport,-24.69944444,44.73277778
10291,Pattimura,-3.71027778,128.08972222
10292,Schiphol,52.30861111,4.76388889
10294,Ames Municipal,41.99194444,-93.62194444
10295,Ammaroo Station,-21.74,135.24
10296,Ambatomainty Airport,-17.68611111,45.625
10297,Anaheim-Disneyland HP,33.81666667,-117.93333333
10298,Anniston Regional,33.58805556,-85.85805556
10299,Ted Stevens Anchorage International,61.17416667,-149.99805556
10300,Anderson Regional,34.49444444,-82.70944444
10301,Angers Marce,47.56027778,-0.31277778
10302,Andres Sabella International,-23.44444444,-70.445
10303,Angouleme Brie Champniers,45.72944444,0.21833333
10304,Aniak Airport,61.58166667,-159.54305556
10305,Etimesgut,39.95194444,32.68611111
10306,Antsirabato,-14.99944444,50.32027778
10307,Annette Island,55.04222222,-131.57083333
10308,Angoche Airport,-16.1825,39.94527778
10309,Lee,38.94277778,-76.56833333
10310,Deurne,51.18944444,4.46027778
10311,Andahuaylas Airport,-13.70888889,-73.35166667
10312,V C Bird International,17.13611111,-61.79388889
10313,Anvik Airport,62.64722222,-160.19
10314,Andoya,69.2925,16.14416667
10317,Lima Allen County,40.70833333,-84.02694444
10318,Ancona Falconara,43.61638889,13.36222222
10319,Aomori Airport,40.73333333,140.68861111
10320,Karpathos Airport,35.42111111,27.14583333
10321,Paso de Los Libres Airport,-29.68944444,-57.15194444
10322,Altoona-Blair County,40.29638889,-78.32
10323,Sultan Abdul Halim,6.18972222,100.39833333
10324,Amook Bay Airport,57.45472222,-153.81305556
10325,Centennial,39.57,-104.84944444
10326,Apolo Airport,-14.73888889,-68.41111111
10327,Napa County,38.21305556,-122.28055556
10328,San Juan Aposento Airport,-15.35,-75.16666667
10329,Naples Municipal,26.1525,-81.77555556
10330,Phillips AAF,39.46555556,-76.16833333
10331,Apataki Airport,-15.57527778,-146.41305556
10332,Nampula Airport,-15.10555556,39.28166667
10333,Alpena County Regional,45.07805556,-83.56027778
10334,Apartado Airport,7.03333333,-77.2
10335,April River Airport,-4.67361111,142.53777778
10336,Marion County Brown Field,35.06055556,-85.58527778
10337,Apple Valley Airport,34.57527778,-117.18611111
10338,Faleolo International,-13.83,-172.00833333
10339,Hafr Al Batin,28.33527778,46.125
10340,King Hussein International,29.61111111,35.01777778
10342,Rodriguez Ballon International,-16.34055556,-71.57083333
10343,Saqani Airport,-16.75,179.35
10344,Girdwood Airport,60.96888889,-149.11944444
10345,Russellville Regional,35.25916667,-93.09333333
10346,Dennis F Cantrell Field,35.08111111,-92.42444444
10347,Acadiana Regional,30.03777778,-91.88388889
10348,Ann Arbor Municipal,42.22305556,-83.74555556
10349,Arctic Village Airport,68.11472222,-145.57944444
10350,Arcadia Municipal,-8.25,124.75
10351,Antonio/Nery/Juarbe Pol,18.45083333,-66.67555556
10352,Walnut Ridge Regional,36.12472222,-90.925
10353,Talagi,64.60027778,40.71666667
10354,Chacalluta,-18.34861111,-70.33861111
10355,Arusha Airport,-3.36666667,36.62555556
10356,Armidale Airport,-30.52805556,151.61722222
10357,Arlanda,59.65194444,17.91861111
10358,Aragip Airport,-9.87083333,149.48416667
10359,Arauquita Airport,7.02111111,-71.38888889
10360,Aragarcas Airport,-15.89944444,-52.24111111
10361,Watertown International,43.99194444,-76.01944444
10362,Aracatuba Airport,-21.14138889,-50.42444444
10363,Lakeland/Noble F. Lee Memorial Field,45.92805556,-89.73083333
10364,Arad International,46.17666667,21.26194444
10365,Asbury Park/Monmouth County,40.18333333,-74.11666667
10366,Ararat Airport,-37.30944444,142.98861111
10367,N'zeto Airport,-7.25888889,12.8625
10368,Assab International,13.07166667,42.645
10369,Ashgabat Airport,37.98694444,58.36111111
10370,Ascension Airport,-15.91666667,-63.15
10371,Fresh Creek,24.69805556,-77.79555556
10372,Aspen Pitkin County Sardy Field,39.22194444,-106.86833333
10373,Ashburton Airport,-43.90277778,171.79972222
10374,Boire Field,42.7825,-71.51416667
10375,Ascension Aux Af,-7.96972222,-14.39361111
10376,Amami,28.43055556,129.7125
10377,Yamoussoukro Airport,6.90305556,-5.36611111
10378,Harrison County,32.52055556,-94.30777778
10379,Asmara International,15.29194444,38.91111111
10380,Talladega Municipal,33.56944444,-86.05111111
10381,Asosa Hidase,10.02055556,34.58222222
10382,Alice Springs Airport,-23.80444444,133.89527778
10383,Austin Airport,39.46805556,-117.1975
10384,Kayseri Airport,38.77027778,35.49555556
10385,Astoria Regional,46.15805556,-123.87861111
10386,Silvio Pettirossi International,-25.24111111,-57.51694444
10387,Aswan International,23.96444444,32.82
10388,John F Kennedy Memorial,46.54861111,-90.91888889
10389,Ashley Municipal,46.02305556,-99.35277778
10390,Anta Huaraz,-9.34722222,-77.6
10391,Atbara Airport,17.70972222,34.05722222
10392,Arthur's Town Airport,24.62944444,-75.67388889
10393,Antlers Municipal,34.1925,-95.64972222
10394,Eleftherios Venizelos International,37.93666667,23.94444444
10395,Artigas International,-30.40083333,-56.50777778
10396,Atqasuk Edward Burnell Sr. Memorial,70.46722222,-157.43555556
10397,Hartsfield-Jackson Atlanta International,33.63666667,-84.42777778
10398,Altamira Airport,-3.25305556,-52.25388889
10399,Namatanai Airport,-3.66972222,152.43805556
10400,Ohio University,39.21194444,-82.22916667
10401,Aitape Airport,-3.1425,142.34666667
10402,Amritsar International,31.71138889,74.79638889
10403,Atar Airport,20.50666667,-13.04305556
10404,Artesia Municipal,32.85194444,-104.4675
10405,Atmautluak Airport,60.86777778,-162.27416667
10406,Casco Cove CGS,52.8325,173.17555556
10407,Ati Airport,13.23972222,18.31555556
10408,Appleton International,44.25805556,-88.51916667
10409,Watertown Regional,44.91388889,-97.15472222
10410,Assiut Airport,27.04638889,31.07861111
10411,Reina Beatrix International,12.50138889,-70.01555556
10412,Santiago Perez,7.06888889,-70.73694444
10413,Augustus Downs Airport,-18.51555556,139.87861111
10414,Augusta State,44.32055556,-69.79722222
10415,Abu Dhabi International,24.44333333,54.65277778
10416,Alakanuk Airport,62.68305556,-164.72222222
10417,Austin Municipal,43.66277778,-92.93305556
10418,Auburn Municipal,38.95472222,-121.08166667
10419,Auburn University Regional,32.615,-85.43388889
10420,Aguan Papua N.G.,-9.91666667,149.33333333
10421,Hiva Oa/Atuona,-9.76583333,-139.00972222
10422,Aurillac Airport,44.89111111,2.42194444
10423,Austin - Bergstrom International,30.19444444,-97.67
10424,Wausau Downtown,44.92638889,-89.62666667
10425,Araguaina Airport,-7.22777778,-48.24055556
10426,Aneityum Airport,-20.24944444,169.77083333
10427,Aurora Municipal,41.77194444,-88.47555556
10428,Aviano AB,46.03111111,12.59638889
10430,Maximo Gomez,22.02694444,-78.78972222
10431,Asheville Regional,35.43444444,-82.54277778
10432,Avignon Caumont,43.90666667,4.90194444
10433,Avon Park Executive,27.59138889,-81.52888889
10434,Wilkes Barre Scranton International,41.33833333,-75.72333333
10435,Avalon Airport,-38.03944444,144.46944444
10436,Marana Regional,32.40944444,-111.21833333
10437,Catalina,33.405,-118.41583333
10438,Lake Awasa,7.06666667,38.49055556
10439,Wake Island Airfield,19.2825,166.63666667
10440,West Memphis Municipal,35.135,-90.23444444
10441,Awar Airport,-4.12416667,144.87027778
10442,Andrews County,32.33083333,-102.52972222
10443,Ahwaz Airport,31.3375,48.76194444
10444,Clayton J Lloyd,18.20472222,-63.05388889
10445,Maxson Airfield,44.31666667,-75.89972222
10446,Aramac Airport,-22.96333333,145.25166667
10447,Dimokritos,40.85583333,25.95611111
10448,El Eden,4.45083333,-75.76666667
10449,Chandler Field,45.86638889,-95.39472222
10450,Spring Point Airport,22.44194444,-73.97055556
10451,Altus/Quartz Mountain Regional,34.69888889,-99.33833333
10452,Akita Airport,39.61555556,140.21861111
10453,Axum Atse Yohannes IV,14.14694444,38.7725
10454,Neil Armstrong,40.49361111,-84.29805556
10455,Angel Fire,36.42194444,-105.29
10456,Anthony Lagoon Airport,-18.01666667,135.55
10457,Coronel FAP Alfredo Mendivil Duarte,-13.15472222,-74.20444444
10458,Ayers Rock Connellan,-25.18611111,130.97555556
10459,Ayr Airport,-19.59666667,147.325
10460,Waycross-Ware County,31.24833333,-82.39527778
10461,Antalya Airport,36.89861111,30.80055556
10462,Ayawasi Airport,-1.15972222,132.46333333
10463,Valle,35.65055556,-112.14805556
10464,H. A. Clark Memorial Field,35.30555556,-112.19444444
10465,Glendale Municipal,33.52694444,-112.29527778
10466,Phoenix - Mesa Gateway,33.30777778,-111.65555556
10467,Shahid Sadooghi,31.905,54.27638889
10468,Pablo L. Sidar,19.09361111,-102.39361111
10469,Kalamazoo/Battle Creek International,42.23444444,-85.55166667
10470,El Catey International,19.26944444,-69.73694444
10471,Biddeford Municipal,43.46416667,-70.4725
10472,Sugarloaf Regional,45.08555556,-70.21638889
10473,Bialla Airport,-5.33055556,151.00805556
10474,Beale AFB,39.13611111,-121.43666667
10475,Barranca de Upia Airport,4.56916667,-72.96722222
10476,Barksdale AFB,32.50194444,-93.6625
10477,Barcelonnette Airport,44.38333333,6.63333333
10478,Westfield Barnes Regional,42.15805556,-72.71583333
10479,Baguio Airport,16.375,120.61888889
10480,Bahrain International,26.27083333,50.63361111
10481,Buenos Aires Airport,9.16361111,-83.33
10482,Heydar Aliyev International,40.47222222,50.04944444
10483,Batman Airport,37.92888889,41.11666667
10484,Battle Mountain Airport,40.59916667,-116.87444444
10485,Udorn AB,17.38305556,102.8
10486,Ernesto Cortissoz,10.88972222,-74.78083333
10487,Baker AAF,55.36666667,-133.6
10488,Barth Airport,54.33888889,12.71138889
10489,Bauru-Arealva,-22.16111111,-49.07
10490,Baotou Airport,40.55944444,109.99833333
10491,Mikhaylovka,53.36333333,83.53972222
10492,Maramures,47.65833333,23.46611111
10493,Balmaceda Airport,-45.91611111,-71.68944444
10494,Bay City Regional,28.97333333,-95.86333333
10495,N Eng Heliport,42.50833333,-71.18333333
10497,Bhubaneswar Airport,20.24444444,85.81777778
10498,Berbera International,10.38916667,44.94138889
10499,Cocoa Point,17.55555556,-61.765
10500,Baillif,16.01361111,-61.74305556
10501,Blackbushe Airport,51.32388889,-0.8475
10502,Berberati Airport,4.22166667,15.78638889
10503,Baneasa Aurel Vlaicu,44.50333333,26.10277778
10504,Wings Field,40.1375,-75.26527778
10505,Bambari Airport,5.84694444,20.64972222
10506,Zambezi Airport,-13.5375,23.10777778
10507,Gustavo Rizo,20.36527778,-74.50611111
10508,Virginia Tech/Montgomery Executive,37.20777778,-80.40777778
10509,Bear Creek Airport,57.6175,-155.86722222
10510,Bacolod Airport,10.6425,122.92972222
10511,Bryce Canyon Airport,37.70638889,-112.14583333
10512,Cakung,-8.48555556,126.39944444
10513,Barcaldine Airport,-23.56527778,145.30666667
10514,Baca Grande,37.96666667,-105.76666667
10515,Barra del Colorado Airport,10.76861111,-83.58555556
10516,George Enescu Bacau International,46.52194444,26.91027778
10517,Barcelona Airport,41.29694444,2.07833333
10518,Southern Seaplane,29.86611111,-90.02222222
10519,Boca Raton Public,26.37083333,-80.10833333
10520,Bulchi Airport,6.29222222,36.88722222
10521,L. F. Wade International,32.36416667,-64.67861111
10522,Bundaberg Airport,-24.90388889,152.31861111
10523,Baudette International,48.72833333,-94.61222222
10524,Blanding Municipal,37.58333333,-109.48333333
10525,Bandar Lengeh Airport,26.53222222,54.82472222
10526,Bird Island Airport,-3.72416667,55.20555556
10527,Syamsudin Noor,-3.44222222,114.76277778
10528,Bondoukou/Soko,8.0175,-2.76222222
10529,Bradley International,41.93916667,-72.68333333
10530,Bandirma Airport,40.31805556,27.97777778
10531,Talhar,24.84194444,68.83833333
10532,Husein Sastranegara,-6.90194444,107.575
10533,Chandragadhi,26.57083333,88.07888889
10534,Vadodara Airport,22.33611111,73.22638889
10535,Igor I Sikorsky Memorial,41.16333333,-73.12611111
10536,Brindisi Airport,40.65833333,17.94694444
10537,Bardufoss Airport,69.05583333,18.53888889
10538,Bandon State,43.08638889,-124.40777778
10539,Benbecula Airport,57.48111111,-7.36305556
10540,Laurence G Hanscom Field,42.47,-71.28888889
10541,Bluefields Airport,11.99083333,-83.77416667
10542,Beograd,44.81833333,20.30916667
10543,Southwest Michigan Regional,42.12861111,-86.42611111
10544,Beica Airport,9.39138889,34.51944444
10545,Val de Cans International,-1.37916667,-48.47611111
10547,Benina International,32.09694444,20.26944444
10548,Lake Macquarie,-33.06611111,151.64638889
10549,Berlin Metropolitan Area,52.51166667,13.40138889
10550,Brest Bretagne,48.44944444,-4.41694444
10551,Bethel Airport,60.77861111,-161.83722222
10552,Bedourie North,-24.23,139.445
10553,Teyman,31.28666667,34.72305556
10554,Beira Airport,-19.79638889,34.90777778
10555,Rafic Hariri International,33.81916667,35.49
10556,Blue Fox Bay Airport,58.18333333,-152.13333333
10557,Bradford Regional,41.80305556,-78.64
10558,Western Neb. Regional/William B. Heilig Field,41.87416667,-103.59555556
10559,Boeing Field/King County International,47.53,-122.30194444
10560,Buckley AFB,39.70166667,-104.75166667
10561,Meadows Field,35.43388889,-119.05777778
10562,Mobile Downtown,30.62666667,-88.06805556
10563,Bram Fischer International,-29.09277778,26.3025
10564,Buffalo Range Airport,-21.00805556,31.57861111
10565,Beaver County,40.7725,-80.39138889
10566,Bahia de Pinas Airport,7.58333333,-78.2
10567,Virgil I Grissom Municipal,38.84,-86.44527778
10568,Belfast Aldergrove,54.6575,-6.21583333
10569,Beaufort County,32.41222222,-80.63444444
10570,Palonegro,7.12666667,-73.18472222
10571,Booue Airport,-0.1075,11.94361111
10572,Hutchinson County,35.70083333,-101.39361111
10573,Decatur County Industrial Air Park,30.97166667,-84.63694444
10574,Bangui-M'Poko,4.39944444,18.51944444
10575,Grantley Adams International,13.07472222,-59.49222222
10576,Baglung Airport,28.21361111,83.66611111
10577,Greater Binghamton/Edwin A. Link Field,42.20833333,-75.97972222
10578,Bruggen Airport,51.19972222,6.13222222
10579,Flesland,60.29333333,5.21805556
10580,Big Lake Airport,61.53472222,-149.8125
10581,Bangor International,44.8075,-68.82805556
10582,Big Spring McMahon-Wrinkle,32.2125,-101.52166667
10583,Bagdad Airport,34.59277778,-113.17194444
10584,Bangassou Airport,4.78611111,22.7825
10585,Al Muthana,33.33277778,44.36388889
10586,Comandante Gustavo Kraemer,-31.39055556,-54.11194444
10587,Bergamo Orio Al Serio,45.66888889,9.70416667
